AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Sheriff,6/17/2021,06:10:00PM,SO21-166026,PTS,THEFT-SHOPLIFTING,3800 Block of TAMPA RD ,OLDSMAR,34677
Clearwater PD,6/28/2021,05:50:00PM,CW21-80165,GTA,STOLEN VEHICLE,2000 Block of GULF TO BAY BLVD ,CLEARWATER,33765
Clearwater PD,6/28/2021,09:00:00PM,CW21-79973,BRGC,BURGLARY-VEHICLE,1100 Block of ENGMAN ST ,CLEARWATER,33755
Sheriff,6/29/2021,07:00:00PM,SO21-178636,PT,THEFT-PETIT,14800 Block of 54TH WAY N ,PINELLAS SO,33760
Clearwater PD,6/29/2021,03:00:00PM,CW21-80417,GTR,THEFT-GRAND,500 Block of N FT HARRISON AVE ,CLEARWATER,33755
Sheriff,6/17/2021,02:30:00PM,SO21-165886,BRGC,BURGLARY-VEHICLE,10600 Block of 104TH AVE N ,PINELLAS SO,33773
Sheriff,6/17/2021,01:52:00PM,SO21-165770,MPJE,MISSING PERSON,11700 Block of PARK BLVD N ,SEMINOLE,33772
Sheriff,6/29/2021,08:37:00PM,SO21-178443,BBD,BATTERY ,14400 Block of 49TH ST N ,PINELLAS SO,33762
Sheriff,6/29/2021,12:00:00PM,SO21-178384,BRGR,BURGLARY-RESIDENCE,6400 Block of 30TH WAY N ,PINELLAS SO,33702
Kenneth City PD,6/27/2021,09:00:00AM,KC21-27776,PT,THEFT-PETIT,4200 Block of 66TH ST N ,KENNETH CITY,33709
Clearwater PD,6/29/2021,05:15:00PM,CW21-80542,BAT,BATTERY,900 Block of CLEVELAND ST ,CLEARWATER,33756
Clearwater PD,6/29/2021,12:00:00AM,CW21-80393,PT,THEFT-PETIT,2600 Block of DREW ST ,CLEARWATER,33759
Clearwater PD,6/17/2021,12:00:00PM,CW21-75202,MPA,MISSING PERSON,600 Block of FAIRMONT ST ,CLEARWATER,33755
Sheriff,6/16/2021,12:00:00AM,SO21-164214,BRGC,BURGLARY-VEHICLE,5400 Block of 43RD TER N ,PINELLAS SO,33709
Clearwater PD,6/29/2021,02:10:00AM,CW21-80263,ARS,ARSON,2100 Block of NURSERY RD ,CLEARWATER,33764
Sheriff,6/29/2021,05:00:00PM,SO21-178165,PT,THEFT-PETIT,13400 Block of 74TH AVE N ,PINELLAS SO,33776
Sheriff,6/17/2021,09:03:00PM,SO21-166189,MPJU,MISSING PERSON,10700 Block of 53RD AVE N ,PINELLAS SO,33708
Clearwater PD,6/17/2021,06:52:00AM,CW21-75115,A,ASSAULT,300 Block of GULFVIEW BLVD ,CLEARWATER,33767
Clearwater PD,6/15/2021,11:00:00PM,CW21-74652,A,ASSAULT,1200 Block of BETTY LN ,CLEARWATER,
Sheriff,6/17/2021,01:15:00PM,SO21-165734,PT,THEFT-PETIT,13400 Block of US HIGHWAY 19 N ,PINELLAS SO,33764
Clearwater PD,6/17/2021,02:57:00AM,SO21-165258,BRGC,BURGLARY-VEHICLE,2400 Block of GULF TO BAY BLVD ,CLEARWATER,33765
Tarpon Springs PD,6/17/2021,12:56:00AM,TS21-16556,BRGC,BURGLARY-VEHICLE,300 Block of S SPRING BLVD ,TARPON SPRINGS,34689
Sheriff,6/16/2021,03:00:00AM,SO21-164762,SBR,BATTERY-SEXUAL,,,
Tarpon Springs PD,6/17/2021,12:00:00AM,TS21-16606,ABR,BURGLARY-RESIDENCE,200 Block of HOPE ST ,TARPON SPRINGS,34689
Sheriff,6/17/2021,03:30:00PM,SO21-165883,BRGR,BURGLARY-RESIDENCE,200 Block of WESTMINSTER BLVD ,OLDSMAR,34677
Clearwater PD,6/29/2021,03:24:00PM,CW21-80500,BOL,BATTERY,2600 Block of DREW ST ,CLEARWATER,33759
Sheriff,6/29/2021,02:38:00PM,SO21-178599,PTS,THEFT-SHOPLIFTING,13600 Block of GULF BLVD ,MADEIRA BEACH,33708
Sheriff,6/26/2021,05:15:00PM,SO21-175434,TO,TRESPASS,2700 Block of 53RD AVE N ,PINELLAS SO,33703
Sheriff,6/29/2021,01:16:00AM,SO21-177956,BAT,BATTERY,10300 Block of GANDY BLVD ,PINELLAS SO,33702
Sheriff,6/29/2021,02:45:00AM,SO21-177980,BRGC,BURGLARY-VEHICLE,400 Block of 3RD AVE N ,ST PETERSBURG,33705
Sheriff,6/22/2021,07:40:00AM,SO21-170749,PTS,THEFT-SHOPLIFTING,4000 Block of PARK BLVD N ,PINELLAS PARK,33781
Sheriff,6/27/2021,03:14:00PM,SO21-176444,RSVO,STOLEN VEHICLE - REC,800 Block of OLEANDER WAY S ,SOUTH PASADENA,33707
Sheriff,6/29/2021,08:00:00PM,SO21-178334,MPA,MISSING PERSON,3700 Block of STATE ROAD 580 ,PINELLAS SO,34677
Kenneth City PD,6/22/2021,12:00:00AM,KC21-27235,BAT,BATTERY,4200 Block of 66TH ST N ,KENNETH CITY,33709
Clearwater PD,6/18/2021,12:30:00AM,CW21-75645,PT,THEFT-PETIT,400 Block of MANDALAY AVE ,CLEARWATER,33767
Sheriff,6/18/2021,01:44:00PM,CW21-75673,PTS,THEFT-SHOPLIFTING,300 Block of GULFVIEW BLVD ,,
Sheriff,6/17/2021,08:34:00PM,SO21-166156,PTS,THEFT-SHOPLIFTING,300 Block of PHILIPPE PKWY ,SAFETY HARBOR,34695
Sheriff,6/29/2021,07:03:00PM,SO21-178766,MPJU,MISSING PERSON,12000 Block of 102ND AVE N ,SEMINOLE,33778
Sheriff,6/29/2021,11:10:00PM,SO21-177932,PT,THEFT-PETIT,3600 Block of E BAY DR ,LARGO,33771
Sheriff,6/28/2021,08:00:00AM,SO21-177734,BRGS,BURGLARY-STRUCTURE,2400 Block of GULL CT ,PINELLAS SO,33762
Kenneth City PD,6/23/2021,12:00:00AM,KC21-27384,SBR,BATTERY-SEXUAL,4200 Block of 66TH ST N ,KENNETH CITY,33709
Sheriff,6/18/2021,12:00:00AM,SO21-166367,BAT,BATTERY,13300 Block of US HIGHWAY 19 N ,PINELLAS SO,33764
Sheriff,6/17/2021,05:46:00PM,SO21-166033,MPJU,MISSING PERSON,4800 Block of ALT 19, TARPON SPRINGS, 34689 ,PINELLAS SO,34683
Sheriff,6/18/2021,12:00:00AM,SO21-166641,BAT,BATTERY,6300 Block of ULMERTON RD ,LARGO,33764
Sheriff,6/20/2021,12:00:00AM,SO21-169000,PT,THEFT-PETIT,1700 Block of HARBOR PL S ,SOUTH PASADENA,33707
Sheriff,6/21/2021,04:37:00PM,SO21-170219,FTPC,THEFT-GRAND,1000 Block of PASADENA AVE S ,SOUTH PASADENA,33707
Treasure Island PD,6/19/2021,11:50:00PM,TI21-13533,BAT,BATTERY,GULF BLVD & 106TH AVE,TREASURE ISLAND,33706
Tarpon Springs PD,6/29/2021,03:30:00PM,TS21-17871,PT,THEFT-PETIT,39800 Block of US HIGHWAY 19 N ,TARPON SPRINGS,34689
Sheriff,6/29/2021,12:00:00AM,SO21-178685,BAT,BATTERY,12900 Block of GULF LN ,MADEIRA BEACH,33708
Sheriff,6/18/2021,06:00:00PM,SO21-166602,TFP6,THEFT-PETIT,600 Block of AMERICAN LEGION DR ,MADEIRA BEACH,33708
Sheriff,6/17/2021,06:10:00PM,SO21-166026,PTS,THEFT-SHOPLIFTING,3800 Block of TAMPA RD ,OLDSMAR,34677
Sheriff,6/18/2021,05:18:00PM,SO21-167070,LSAP,TRAFFIC ACCIDENT,7700 Block of 113TH ST N ,SEMINOLE,33772
Clearwater PD,6/19/2021,04:30:00AM,CW21-76002,ROBU,ROBBERY-UNARMED,0 Block of ROCKAWAY ST ,CLEARWATER,33767
Clearwater PD,6/28/2021,Unknown,CW21-79956,BAT,BATTERY,1200 Block of ELDRIDGE ST ,CLEARWATER,33755
Sheriff,6/16/2021,08:51:00AM,GP21-11188,RSVO,STOLEN VEHICLE - REC,22ND AVE S & 46TH ST S,ST PETERSBURG,33711
Sheriff,6/29/2021,07:39:00AM,SO21-178411,BRGB,BURGLARY-BUSINESS,11800 Block of WALSINGHAM RD ,PINELLAS SO,33778
Sheriff,6/19/2021,06:33:00PM,SO21-168031,BRGS,BURGLARY-STRUCTURE,2600 Block of 53RD AVE N ,PINELLAS SO,33714
Sheriff,6/18/2021,06:45:00PM,SO21-167127,MPJU,MISSING PERSON,4800 Block of ALT 19 ,PINELLAS SO,34683
Sheriff,6/19/2021,06:19:00PM,SO21-168037,GTS,THEFT-SHOPLIFTING,3800 Block of TAMPA RD ,OLDSMAR,34677
Clearwater PD,6/16/2021,06:58:00PM,CW21-74935,BAT,BATTERY,1300 Block of PARK ST ,CLEARWATER,33756
Gulfport PD,6/15/2021,12:00:00AM,GP21-11139,BRGC,BURGLARY-VEHICLE,5100 Block of 28TH AVE S ,GULFPORT,33707
Clearwater PD,6/15/2021,02:00:00PM,SO21-163641,BAT,BATTERY,2600 Block of COUNTRYSIDE BLVD ,CLEARWATER,33761
Treasure Island PD,6/15/2021,09:46:00AM,TI21-13274,TO,TRESPASS,10400 Block of GULF BLVD ,TREASURE ISLAND,33706
Sheriff,6/19/2021,12:00:00AM,SO21-167937,BRGC,BURGLARY-VEHICLE,200 Block of KATHERINE BLVD ,PINELLAS SO,34684
Sheriff,6/19/2021,06:30:00PM,SO21-167830,MPJU,MISSING PERSON,500 Block of BAY ST ,PINELLAS SO,34683
Sheriff,6/19/2021,03:30:00AM,SO21-167482,MPJU,MISSING PERSON,6500 Block of 51ST AVE N ,PINELLAS SO,33709
Clearwater PD,6/20/2021,04:27:00AM,CW21-76411,AB,BATTERY-AGGRAVATED,1100 Block of LASALLE ST ,CLEARWATER,33755
Sheriff,6/15/2021,05:00:00PM,SO21-164026,PT,THEFT-PETIT,1400 Block of MAIN ST ,DUNEDIN,34698
Sheriff,6/15/2021,03:48:00AM,SO21-163355,BBD,BATTERY ,14400 Block of 49TH ST N ,PINELLAS SO,33762
Sheriff,6/19/2021,09:36:00PM,SO21-168151,MPA,MISSING PERSON,3500 Block of 53RD AVE N ,PINELLAS SO,33714
Sheriff,6/19/2021,02:54:00PM,SO21-167886,PTS,THEFT-SHOPLIFTING,30100 Block of US HIGHWAY 19 N ,PINELLAS SO,33761
Clearwater PD,6/19/2021,07:00:00PM,CW21-76116,BRGR,BURGLARY-RESIDENCE,1300 Block of S EVERGREEN AVE ,CLEARWATER,33756
Clearwater PD,6/20/2021,09:45:00PM,CW21-76482,BRGC,BURGLARY-VEHICLE,1100 Block of MAXIMO AVE ,CLEARWATER,33759
Sheriff,6/19/2021,08:48:00AM,SO21-167606,MPA,MISSING PERSON,1800 Block of SEMINOLE BLVD ,LARGO,33778
Clearwater PD,6/20/2021,05:00:00AM,CW21-76435,ROBA,ROBBERY-ARMED,0 Block of MEMORIAL CSWY ,CLEARWATER,33767
Sheriff,6/15/2021,09:00:00PM,SO21-163432,BAT,BATTERY,3100 Block of ENTERPRISE RD E ,SAFETY HARBOR,34695
Sheriff,6/15/2021,07:50:00AM,SO21-163289,TAWN,TRESPASS,6000 Block of ULMERTON RD ,PINELLAS SO,33760
Sheriff,6/15/2021,11:50:00AM,SO21-163282,PT,THEFT-PETIT,0 Block of PATRICIA AVE ,DUNEDIN,34698
Sheriff,6/16/2021,07:00:00PM,SO21-164354,BRGC,BURGLARY-VEHICLE,15400 Block of VERONA AVE ,PINELLAS SO,33760
Sheriff,6/16/2021,07:25:00PM,SO21-164909,MPJU,MISSING PERSON,2400 Block of INDIAN TRL E ,PINELLAS SO,34683
Clearwater PD,6/15/2021,Unknown,CW21-74270,TAWN,TRESPASS,400 Block of GULFVIEW BLVD ,CLEARWATER,
Sheriff,6/20/2021,12:00:00AM,SO21-169000,PT,THEFT-PETIT,1700 Block of HARBOR PL S ,SOUTH PASADENA,33707
Sheriff,6/15/2021,03:23:00PM,SO21-163857,BRGR,BURGLARY-RESIDENCE,3400 Block of DOVE HOLLOW CT ,PINELLAS SO,34683
Clearwater PD,6/16/2021,02:15:00AM,CW21-74675,RSS,ROBBERY-UNARMED,600 Block of S FT HARRISON AVE ,CLEARWATER,33756
Clearwater PD,6/16/2021,06:20:00PM,CW21-74932,B65,BATTERY ,3000 Block of EASTLAND BLVD ,CLEARWATER,33761
Sheriff,6/15/2021,12:50:00PM,SO21-163577,PT,THEFT-PETIT,10400 Block of 114TH TER N ,PINELLAS SO,33773
Sheriff,6/15/2021,12:00:00AM,SO21-163676,PTS,THEFT-SHOPLIFTING,35400 Block of US HIGHWAY 19 N ,PINELLAS SO,34684
Sheriff,6/16/2021,08:05:00AM,SO21-164485,BBD,BATTERY ,14400 Block of 49TH ST N ,PINELLAS SO,33762
Sheriff,6/20/2021,12:00:00AM,SO21-168916,BAT,BATTERY,7500 Block of 46TH AVE N ,PINELLAS SO,33709
Clearwater PD,6/19/2021,12:00:00PM,CW21-76346,BRC,BURGLARY-RESIDENCE,900 Block of PARK ST ,CLEARWATER,33756
Clearwater PD,6/20/2021,11:15:00AM,CW21-76536,BRGC,BURGLARY-VEHICLE,1900 Block of MCKINLEY ST ,CLEARWATER,33765
Treasure Island PD,6/20/2021,12:00:00AM,TI21-13592,PT,THEFT-PETIT,12100 Block of GULF BLVD ,TREASURE ISLAND,33706
Treasure Island PD,6/19/2021,09:45:00PM,TI21-13527,BAT,BATTERY,11100 Block of 1ST ST E ,TREASURE ISLAND,33706
Sheriff,6/20/2021,04:00:00PM,SO21-168497,PT,THEFT-PETIT,3200 Block of 62ND AVE N ,PINELLAS SO,33702
Gulfport PD,6/18/2021,11:05:00PM,GP21-11353,BAT,BATTERY,3100 Block of BEACH BLVD S ,GULFPORT,33707
Sheriff,6/20/2021,08:11:00AM,SO21-168443,BRGC,BURGLARY-VEHICLE,1900 Block of CAROLINA AVE ,PINELLAS SO,34689
Sheriff,6/19/2021,11:22:00PM,SO21-168118,BAT,BATTERY,4100 Block of 49TH ST N ,PINELLAS SO,33709
Sheriff,6/20/2021,09:00:00AM,SO21-168551,AB,BATTERY-AGGRAVATED,13600 Block of 66TH ST N ,PINELLAS SO,33771
Treasure Island PD,6/21/2021,06:35:00PM,TI21-13732,PTS,THEFT-SHOPLIFTING,100 Block of 104TH AVE ,TREASURE ISLAND,33706
